Date,TMUS_Close,TMUS_Volume,^FTSE_Close,^FTSE_Volume,TSLA_Close,TSLA_Volume,MU_Close,MU_Volume,FITB_Close,FITB_Volume,MRNA_Close,MRNA_Volume,^GSPC_Close,^GSPC_Volume,SBUX_Close,SBUX_Volume,AAPL_Close,AAPL_Volume,PEP_Close,PEP_Volume,BABA_Close,BABA_Volume,^VIX_Close,^VIX_Volume,^IXIC_Close,^IXIC_Volume,AAL_Close,AAL_Volume
2016-09-30,46.720001220703125,3805900.0,6899.2998046875,1148617200.0,40.805999755859375,12931500.0,17.780000686645508,21363100.0,20.459999084472656,6055800.0,,,2168.27001953125,4173340000.0,54.13999938964844,13767800.0,28.262500762939453,145516400.0,108.7699966430664,7173300.0,105.79000091552734,15577500.0,13.289999961853027,0.0,5312.0,2059800000.0,36.61000061035156,7429300.0
2016-10-03,46.880001068115234,2103500.0,6983.5,723046300.0,42.7400016784668,29999500.0,17.729999542236328,26856100.0,20.350000381469727,6026200.0,,,2161.199951171875,3137550000.0,53.84000015258789,5478600.0,28.1299991607666,86807200.0,108.25,4566000.0,105.37999725341797,10849500.0,13.569999694824219,0.0,5300.8701171875,1604060000.0,37.70000076293945,8878900.0
2016-10-04,46.75,3490900.0,7074.2998046875,1411305400.0,42.28200149536133,17707500.0,17.799999237060547,54502800.0,20.469999313354492,9248000.0,,,2150.489990234375,3750890000.0,53.529998779296875,6176400.0,28.25,118947200.0,107.0999984741211,5830100.0,105.44999694824219,11068800.0,13.630000114440918,0.0,5289.66015625,1708990000.0,37.630001068115234,9065600.0
2016-10-05,46.06999969482422,2371700.0,7033.2998046875,941050600.0,41.69200134277344,9387500.0,17.700000762939453,67739500.0,20.739999771118164,7166000.0,,,2159.72998046875,3906550000.0,53.349998474121094,7451400.0,28.262500762939453,85812400.0,106.01000213623047,6297000.0,106.95999908447266,13176500.0,12.989999771118164,0.0,5316.02001953125,1753340000.0,37.869998931884766,4713100.0
2016-10-06,45.5,3072600.0,7000.0,796980200.0,40.20000076293945,23517000.0,17.729999542236328,21606800.0,20.739999771118164,5597300.0,,,2160.77001953125,3461550000.0,53.13999938964844,6130300.0,28.47249984741211,115117200.0,106.4000015258789,4886000.0,107.08000183105469,9885600.0,12.84000015258789,0.0,5306.85009765625,1654020000.0,38.16999816894531,5160200.0
2016-10-07,45.27000045776367,2932600.0,7044.39990234375,1359993500.0,39.321998596191406,17465000.0,17.610000610351562,23849000.0,20.690000534057617,6015000.0,,,2153.739990234375,3619890000.0,53.459999084472656,7279700.0,28.514999389648438,97433600.0,105.98999786376953,4398400.0,106.0,8954400.0,13.479999542236328,0.0,5292.39990234375,1646650000.0,37.72999954223633,5133200.0
2016-10-10,46.150001525878906,2227000.0,7097.5,848672800.0,40.189998626708984,16581500.0,17.5,18857600.0,20.68000030517578,6503800.0,,,2163.659912109375,2916550000.0,53.29999923706055,7224300.0,29.012500762939453,144944000.0,106.22000122070312,3119300.0,108.41000366210938,11516600.0,13.380000114440918,0.0,5328.669921875,1364150000.0,38.88999938964844,6939900.0
2016-10-11,45.61000061035156,1986100.0,7070.89990234375,954215200.0,40.02000045776367,11642000.0,16.860000610351562,38070200.0,20.389999389648438,7407100.0,,,2136.72998046875,3438270000.0,52.91999816894531,9720400.0,29.075000762939453,256164000.0,105.56999969482422,3814400.0,105.2300033569336,14916600.0,15.359999656677246,0.0,5246.7900390625,1821680000.0,38.20000076293945,10034700.0
2016-10-12,46.029998779296875,1394900.0,7024.0,910363500.0,40.301998138427734,9853500.0,16.780000686645508,17901800.0,20.3700008392334,6378400.0,,,2139.179931640625,2977100000.0,53.15999984741211,6320500.0,29.334999084472656,150347200.0,106.08000183105469,3419800.0,103.62000274658203,18435000.0,15.90999984741211,0.0,5239.02001953125,1565940000.0,37.380001068115234,7410000.0
2016-10-13,46.0099983215332,3005400.0,6977.7001953125,1010365100.0,40.04800033569336,12473000.0,16.850000381469727,28593700.0,19.739999771118164,12800100.0,,,2132.550048828125,3580450000.0,52.95000076293945,6958100.0,29.2450008392334,140769600.0,105.91999816894531,3582600.0,102.1500015258789,22390000.0,16.690000534057617,0.0,5213.330078125,1735310000.0,39.2400016784668,14773300.0
